template_id,text,category,sentiment_base,editable,notes
1074,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.52,SIM,Template de crypto - edite o texto como quiser
1075,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.12,SIM,Template de crypto - edite o texto como quiser
1076,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.3,SIM,Template de crypto - edite o texto como quiser
1077,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,-0.28,SIM,Template de crypto - edite o texto como quiser
1078,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.28,SIM,Template de crypto - edite o texto como quiser
1079,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,-0.22,SIM,Template de crypto - edite o texto como quiser
1080,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.4,SIM,Template de crypto - edite o texto como quiser
1081,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.56,SIM,Template de crypto - edite o texto como quiser
1082,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,-0.04,SIM,Template de crypto - edite o texto como quiser
1083,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,-0.08,SIM,Template de crypto - edite o texto como quiser
1084,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.31,SIM,Template de crypto - edite o texto como quiser
1085,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,-0.05,SIM,Template de crypto - edite o texto como quiser
1086,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.15,SIM,Template de crypto - edite o texto como quiser
1087,Mercado cripto reagindo bem às notícias locais 📊,crypto,0.47,SIM,Template de crypto - edite o texto como quiser
1088,Comunidade RBC mais unida do que nunca 🚀,crypto,-0.0,SIM,Template de crypto - edite o texto como quiser
1089,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.71,SIM,Template de crypto - edite o texto como quiser
1090,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.05,SIM,Template de crypto - edite o texto como quiser
1091,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.56,SIM,Template de crypto - edite o texto como quiser
1092,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.45,SIM,Template de crypto - edite o texto como quiser
1093,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.22,SIM,Template de crypto - edite o texto como quiser
1094,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.42,SIM,Template de crypto - edite o texto como quiser
1095,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.51,SIM,Template de crypto - edite o texto como quiser
1096,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.71,SIM,Template de crypto - edite o texto como quiser
1097,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,-0.02,SIM,Template de crypto - edite o texto como quiser
1098,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.02,SIM,Template de crypto - edite o texto como quiser
1099,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.76,SIM,Template de crypto - edite o texto como quiser
1100,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.09,SIM,Template de crypto - edite o texto como quiser
1101,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.0,SIM,Template de crypto - edite o texto como quiser
1102,Mercado cripto reagindo bem às notícias locais 📊,crypto,-0.13,SIM,Template de crypto - edite o texto como quiser
1103,Comunidade RBC mais unida do que nunca 🚀,crypto,0.66,SIM,Template de crypto - edite o texto como quiser
1104,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,-0.18,SIM,Template de crypto - edite o texto como quiser
1105,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,-0.1,SIM,Template de crypto - edite o texto como quiser
1106,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,-0.21,SIM,Template de crypto - edite o texto como quiser
1107,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.44,SIM,Template de crypto - edite o texto como quiser
1108,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,-0.16,SIM,Template de crypto - edite o texto como quiser
1109,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.64,SIM,Template de crypto - edite o texto como quiser
1110,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,-0.09,SIM,Template de crypto - edite o texto como quiser
1111,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.34,SIM,Template de crypto - edite o texto como quiser
1112,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.59,SIM,Template de crypto - edite o texto como quiser
1113,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.52,SIM,Template de crypto - edite o texto como quiser
1114,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.5,SIM,Template de crypto - edite o texto como quiser
1115,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.41,SIM,Template de crypto - edite o texto como quiser
1116,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.1,SIM,Template de crypto - edite o texto como quiser
1117,Mercado cripto reagindo bem às notícias locais 📊,crypto,-0.05,SIM,Template de crypto - edite o texto como quiser
1118,Comunidade RBC mais unida do que nunca 🚀,crypto,0.19,SIM,Template de crypto - edite o texto como quiser
1119,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.61,SIM,Template de crypto - edite o texto como quiser
1120,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.48,SIM,Template de crypto - edite o texto como quiser
1121,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.42,SIM,Template de crypto - edite o texto como quiser
1122,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.65,SIM,Template de crypto - edite o texto como quiser
1123,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.08,SIM,Template de crypto - edite o texto como quiser
1124,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.14,SIM,Template de crypto - edite o texto como quiser
1125,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.32,SIM,Template de crypto - edite o texto como quiser
1126,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.32,SIM,Template de crypto - edite o texto como quiser
1127,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.43,SIM,Template de crypto - edite o texto como quiser
1128,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.38,SIM,Template de crypto - edite o texto como quiser
1129,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.67,SIM,Template de crypto - edite o texto como quiser
1130,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.04,SIM,Template de crypto - edite o texto como quiser
1131,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,-0.09,SIM,Template de crypto - edite o texto como quiser
1132,Mercado cripto reagindo bem às notícias locais 📊,crypto,0.12,SIM,Template de crypto - edite o texto como quiser
1133,Comunidade RBC mais unida do que nunca 🚀,crypto,0.25,SIM,Template de crypto - edite o texto como quiser
1134,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,-0.1,SIM,Template de crypto - edite o texto como quiser
1135,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.38,SIM,Template de crypto - edite o texto como quiser
1136,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.27,SIM,Template de crypto - edite o texto como quiser
1137,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.61,SIM,Template de crypto - edite o texto como quiser
1138,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.55,SIM,Template de crypto - edite o texto como quiser
1139,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.12,SIM,Template de crypto - edite o texto como quiser
1140,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.16,SIM,Template de crypto - edite o texto como quiser
1141,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.47,SIM,Template de crypto - edite o texto como quiser
1142,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.5,SIM,Template de crypto - edite o texto como quiser
1143,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.64,SIM,Template de crypto - edite o texto como quiser
1144,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,-0.11,SIM,Template de crypto - edite o texto como quiser
1145,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.38,SIM,Template de crypto - edite o texto como quiser
1146,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,-0.04,SIM,Template de crypto - edite o texto como quiser
1147,Mercado cripto reagindo bem às notícias locais 📊,crypto,0.01,SIM,Template de crypto - edite o texto como quiser
1148,Comunidade RBC mais unida do que nunca 🚀,crypto,0.17,SIM,Template de crypto - edite o texto como quiser
1149,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.29,SIM,Template de crypto - edite o texto como quiser
1150,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.4,SIM,Template de crypto - edite o texto como quiser
1151,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.67,SIM,Template de ribeirania - edite o texto como quiser
1152,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.62,SIM,Template de ribeirania - edite o texto como quiser
1153,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.35,SIM,Template de ribeirania - edite o texto como quiser
1154,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.53,SIM,Template de ribeirania - edite o texto como quiser
1155,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.37,SIM,Template de ribeirania - edite o texto como quiser
1156,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.75,SIM,Template de ribeirania - edite o texto como quiser
1157,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.24,SIM,Template de ribeirania - edite o texto como quiser
1158,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.42,SIM,Template de ribeirania - edite o texto como quiser
1159,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.32,SIM,Template de ribeirania - edite o texto como quiser
1160,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.83,SIM,Template de ribeirania - edite o texto como quiser
1161,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.71,SIM,Template de ribeirania - edite o texto como quiser
1162,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.42,SIM,Template de ribeirania - edite o texto como quiser
1163,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.83,SIM,Template de ribeirania - edite o texto como quiser
1164,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.83,SIM,Template de ribeirania - edite o texto como quiser
1165,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.82,SIM,Template de ribeirania - edite o texto como quiser
1166,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.74,SIM,Template de ribeirania - edite o texto como quiser
1167,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.56,SIM,Template de ribeirania - edite o texto como quiser
1168,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.74,SIM,Template de ribeirania - edite o texto como quiser
1169,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.74,SIM,Template de ribeirania - edite o texto como quiser
1170,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.63,SIM,Template de ribeirania - edite o texto como quiser
1171,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.65,SIM,Template de ribeirania - edite o texto como quiser
1172,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.27,SIM,Template de ribeirania - edite o texto como quiser
1173,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.33,SIM,Template de ribeirania - edite o texto como quiser
1174,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.8,SIM,Template de ribeirania - edite o texto como quiser
1175,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.82,SIM,Template de ribeirania - edite o texto como quiser
1176,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.75,SIM,Template de ribeirania - edite o texto como quiser
1177,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.21,SIM,Template de ribeirania - edite o texto como quiser
1178,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.84,SIM,Template de ribeirania - edite o texto como quiser
1179,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.89,SIM,Template de ribeirania - edite o texto como quiser
1180,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.59,SIM,Template de ribeirania - edite o texto como quiser
1181,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.75,SIM,Template de ribeirania - edite o texto como quiser
1182,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.28,SIM,Template de ribeirania - edite o texto como quiser
1183,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.57,SIM,Template de ribeirania - edite o texto como quiser
1184,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.81,SIM,Template de ribeirania - edite o texto como quiser
1185,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.51,SIM,Template de ribeirania - edite o texto como quiser
1186,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.64,SIM,Template de ribeirania - edite o texto como quiser
1187,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.57,SIM,Template de ribeirania - edite o texto como quiser
1188,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.7,SIM,Template de ribeirania - edite o texto como quiser
1189,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.64,SIM,Template de ribeirania - edite o texto como quiser
1190,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.5,SIM,Template de ribeirania - edite o texto como quiser
1191,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.26,SIM,Template de ribeirania - edite o texto como quiser
1192,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.88,SIM,Template de ribeirania - edite o texto como quiser
1193,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.55,SIM,Template de ribeirania - edite o texto como quiser
1194,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.33,SIM,Template de ribeirania - edite o texto como quiser
1195,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.33,SIM,Template de ribeirania - edite o texto como quiser
1196,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.5,SIM,Template de ribeirania - edite o texto como quiser
1197,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.83,SIM,Template de ribeirania - edite o texto como quiser
1198,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.58,SIM,Template de ribeirania - edite o texto como quiser
1199,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.73,SIM,Template de ribeirania - edite o texto como quiser
1200,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.26,SIM,Template de ribeirania - edite o texto como quiser
1201,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.79,SIM,Template de ribeirania - edite o texto como quiser
1202,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.89,SIM,Template de ribeirania - edite o texto como quiser
1203,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.65,SIM,Template de ribeirania - edite o texto como quiser
1204,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.48,SIM,Template de ribeirania - edite o texto como quiser
1205,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.75,SIM,Template de ribeirania - edite o texto como quiser
1206,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.87,SIM,Template de ribeirania - edite o texto como quiser
1207,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.49,SIM,Template de ribeirania - edite o texto como quiser
1208,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.61,SIM,Template de ribeirania - edite o texto como quiser
1209,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.57,SIM,Template de ribeirania - edite o texto como quiser
1210,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.84,SIM,Template de ribeirania - edite o texto como quiser
1211,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.88,SIM,Template de ribeirania - edite o texto como quiser
1212,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.33,SIM,Template de ribeirania - edite o texto como quiser
1213,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.43,SIM,Template de ribeirania - edite o texto como quiser
1214,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.7,SIM,Template de ribeirania - edite o texto como quiser
1215,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.64,SIM,Template de ribeirania - edite o texto como quiser
1216,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.5,SIM,Template de ribeirania - edite o texto como quiser
1217,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.4,SIM,Template de ribeirania - edite o texto como quiser
1218,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.75,SIM,Template de ribeirania - edite o texto como quiser
1219,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.31,SIM,Template de ribeirania - edite o texto como quiser
1220,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.85,SIM,Template de ribeirania - edite o texto como quiser
1221,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.81,SIM,Template de ribeirania - edite o texto como quiser
1222,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.24,SIM,Template de ribeirania - edite o texto como quiser
1223,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.72,SIM,Template de ribeirania - edite o texto como quiser
1224,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.28,SIM,Template de ribeirania - edite o texto como quiser
1225,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.24,SIM,Template de ribeirania - edite o texto como quiser
1226,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.3,SIM,Template de ribeirania - edite o texto como quiser
1227,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.2,SIM,Template de ribeirania - edite o texto como quiser
1228,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.57,SIM,Template de ribeirania - edite o texto como quiser
1229,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.27,SIM,Template de ribeirania - edite o texto como quiser
1230,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.51,SIM,Template de ribeirania - edite o texto como quiser
1231,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.76,SIM,Template de ribeirania - edite o texto como quiser
1232,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.29,SIM,Template de ribeirania - edite o texto como quiser
1233,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.81,SIM,Template de ribeirania - edite o texto como quiser
1234,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.46,SIM,Template de ribeirania - edite o texto como quiser
1235,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.25,SIM,Template de ribeirania - edite o texto como quiser
1236,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.43,SIM,Template de ribeirania - edite o texto como quiser
1237,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.32,SIM,Template de ribeirania - edite o texto como quiser
1238,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.41,SIM,Template de ribeirania - edite o texto como quiser
1239,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.32,SIM,Template de ribeirania - edite o texto como quiser
1240,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.29,SIM,Template de ribeirania - edite o texto como quiser
1241,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.3,SIM,Template de ribeirania - edite o texto como quiser
1242,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.27,SIM,Template de ribeirania - edite o texto como quiser
1243,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.53,SIM,Template de ribeirania - edite o texto como quiser
1244,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.52,SIM,Template de ribeirania - edite o texto como quiser
1245,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.58,SIM,Template de ribeirania - edite o texto como quiser
1246,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.22,SIM,Template de ribeirania - edite o texto como quiser
1247,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.5,SIM,Template de ribeirania - edite o texto como quiser
1248,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.76,SIM,Template de ribeirania - edite o texto como quiser
1249,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.56,SIM,Template de ribeirania - edite o texto como quiser
1250,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.47,SIM,Template de ribeirania - edite o texto como quiser
1251,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.64,SIM,Template de ribeirania - edite o texto como quiser
1252,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.89,SIM,Template de ribeirania - edite o texto como quiser
1253,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.73,SIM,Template de ribeirania - edite o texto como quiser
1254,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.66,SIM,Template de ribeirania - edite o texto como quiser
1255,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.65,SIM,Template de ribeirania - edite o texto como quiser
1256,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.68,SIM,Template de ribeirania - edite o texto como quiser
1257,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.41,SIM,Template de ribeirania - edite o texto como quiser
1258,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.49,SIM,Template de ribeirania - edite o texto como quiser
1259,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.73,SIM,Template de ribeirania - edite o texto como quiser
1260,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.59,SIM,Template de ribeirania - edite o texto como quiser
1261,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.44,SIM,Template de ribeirania - edite o texto como quiser
1262,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.59,SIM,Template de ribeirania - edite o texto como quiser
1263,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.47,SIM,Template de ribeirania - edite o texto como quiser
1264,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.54,SIM,Template de ribeirania - edite o texto como quiser
1265,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.9,SIM,Template de ribeirania - edite o texto como quiser
1266,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.39,SIM,Template de ribeirania - edite o texto como quiser
1267,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.68,SIM,Template de ribeirania - edite o texto como quiser
1268,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.85,SIM,Template de ribeirania - edite o texto como quiser
1269,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.85,SIM,Template de ribeirania - edite o texto como quiser
1270,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.74,SIM,Template de ribeirania - edite o texto como quiser
1271,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.36,SIM,Template de ribeirania - edite o texto como quiser
1272,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.21,SIM,Template de ribeirania - edite o texto como quiser
1273,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.29,SIM,Template de ribeirania - edite o texto como quiser
1274,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.69,SIM,Template de ribeirania - edite o texto como quiser
1275,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.85,SIM,Template de ribeirania - edite o texto como quiser
1276,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.86,SIM,Template de ribeirania - edite o texto como quiser
1277,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.72,SIM,Template de ribeirania - edite o texto como quiser
1278,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.47,SIM,Template de ribeirania - edite o texto como quiser
1279,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.35,SIM,Template de ribeirania - edite o texto como quiser
1280,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.69,SIM,Template de ribeirania - edite o texto como quiser
1281,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.77,SIM,Template de ribeirania - edite o texto como quiser
1282,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.62,SIM,Template de ribeirania - edite o texto como quiser
1283,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.58,SIM,Template de ribeirania - edite o texto como quiser
1284,Ribeirania pós-RiberTech tá virando o novo polo tech 💻,ribeirania,0.9,SIM,Template de ribeirania - edite o texto como quiser
1285,"Melhor cidade do interior, sem discussão 😎",ribeirania,0.57,SIM,Template de ribeirania - edite o texto como quiser
1286,Ribeirania tá cada dia mais viva! 💚,ribeirania,0.59,SIM,Template de ribeirania - edite o texto como quiser
1287,Orgulho de ser dessa cidade que não para de crescer 🏙️,ribeirania,0.41,SIM,Template de ribeirania - edite o texto como quiser
1288,O pôr do sol de Ribeirania nunca decepciona 🌅,ribeirania,0.35,SIM,Template de ribeirania - edite o texto como quiser
1289,"Trânsito hoje tá tenso, alguém mais preso na avenida principal? 🚗",ribeirania,0.53,SIM,Template de ribeirania - edite o texto como quiser
1290,Novo hub de tecnologia promete revolucionar a cidade 🚀,ribeirania,0.73,SIM,Template de ribeirania - edite o texto como quiser
1291,BanBan Açaí trazendo inovação e investimento pra cá 💜,ribeirania,0.4,SIM,Template de ribeirania - edite o texto como quiser
1292,"Grinch invadiu a cidade, mas o espírito natalino resistiu 🎄",ribeirania,0.81,SIM,Template de ribeirania - edite o texto como quiser
1293,"Crise hídrica foi um susto, mas Ribeirania é resiliente 💧",ribeirania,0.22,SIM,Template de ribeirania - edite o texto como quiser
1294,Natal em Ribeirania é sempre inesquecível ✨,ribeirania,0.78,SIM,Template de ribeirania - edite o texto como quiser
1295,Eventos culturais deixando a cidade cada vez mais bonita 🎭,ribeirania,0.72,SIM,Template de ribeirania - edite o texto como quiser
1296,Vida noturna agitada e cheia de energia 🔥,ribeirania,0.72,SIM,Template de ribeirania - edite o texto como quiser
1297,Mais uma manhã ensolarada em Ribeirania ☀️,ribeirania,0.58,SIM,Template de ribeirania - edite o texto como quiser
1298,"Cultura, música e inovação — essa é Ribeirania!",ribeirania,0.26,SIM,Template de ribeirania - edite o texto como quiser
